Title,Ingredients,,Removed amounts and measurements
Donna's Lasagna,"['1 pound lean ground beef', '8 ounces Italian sausage, casings removed', '1 (10.75 ounce) can tomato puree', '2 (6 ounce) cans tomato paste', '2 tablespoons white sugar', '1 teaspoon salt', '1 clove garlic, minced', '1 Â½ tablespoons dried parsley', '9 lasagna noodles', '3 cups cottage cheese', '2 eggs, beaten', 'Â½ teaspoon ground black pepper', 'Â½ cup grated Parmesan cheese', '1 Â½ tablespoons dried parsley', 'Â½ teaspoon salt', '16 ounces sliced mozzarella cheese']",,"[' pound lean ground beef', ' ounces Italian sausage, casings removed', ' (. ounce) can tomato puree', ' ( ounce) cans tomato paste', ' tablespoons white sugar', ' teaspoon salt', ' clove garlic, minced', ' Â½ tablespoons dried parsley', ' lasagna noodles', ' cups cottage cheese', ' eggs, beaten', 'Â½ teaspoon ground black pepper', 'Â½ cup grated Parmesan cheese', ' Â½ tablespoons dried parsley', 'Â½ teaspoon salt', ' ounces sliced mozzarella cheese']"
Barbecue Lasagna,"['1 (16 ounce) package lasagna noodles', '2 (18 ounce) containers pulled pork in barbeque sauce', '1 (16 ounce) package shredded mozzarella cheese', '1 (16 ounce) package Cheddar cheese, shredded', '1 (16 ounce) container ricotta cheese', '1 egg, beaten', 'Â½ teaspoon salt', 'Â¼ teaspoon black pepper']",,"[' ( ounce) package lasagna noodles', ' ( ounce) containers pulled pork in barbeque sauce', ' ( ounce) package shredded mozzarella cheese', ' ( ounce) package Cheddar cheese, shredded', ' ( ounce) container ricotta cheese', ' egg, beaten', 'Â½ teaspoon salt', 'Â¼ teaspoon black pepper']"
Homemade Lasagna,"['1 (16 ounce) package lasagna noodles', 'Â½ pound ground pork', 'Â½ pound lean ground beef', '1 (8 ounce) can tomato sauce', '1 (28 ounce) can crushed tomatoes', '1 tablespoon chopped fresh parsley', '1 clove garlic, crushed', 'Â½ teaspoon dried oregano', 'Â½ cup minced onion', 'â…› teaspoon white sugar', '1 Â½ teaspoons dried basil', '1 Â½ teaspoons salt', '1 pound small curd cottage cheese', '3 eggs', 'Â¾ cup grated Parmesan cheese', '2 teaspoons salt', 'Â¼ teaspoon ground black pepper', '1 pound shredded mozzarella cheese']",,"[' ( ounce) package lasagna noodles', 'Â½ pound ground pork', 'Â½ pound lean ground beef', ' ( ounce) can tomato sauce', ' ( ounce) can crushed tomatoes', ' tablespoon chopped fresh parsley', ' clove garlic, crushed', 'Â½ teaspoon dried oregano', 'Â½ cup minced onion', 'â…› teaspoon white sugar', ' Â½ teaspoons dried basil', ' Â½ teaspoons salt', ' pound small curd cottage cheese', ' eggs', 'Â¾ cup grated Parmesan cheese', ' teaspoons salt', 'Â¼ teaspoon ground black pepper', ' pound shredded mozzarella cheese']"
Taco Lasagna with Noodles,"['11 ounces lasagna noodles', '1 pound lean ground beef', '24 ounces tomato sauce', 'Â½ cup water', '1 (1 ounce) package taco seasoning mix', '8 cups shredded Cheddar cheese', 'Â½ cup crushed tortilla chips']",,"[' ounces lasagna noodles', ' pound lean ground beef', ' ounces tomato sauce', 'Â½ cup water', ' ( ounce) package taco seasoning mix', ' cups shredded Cheddar cheese', 'Â½ cup crushed tortilla chips']"
Lasagna Bolognese,"['1 pound dry lasagna noodles', '1 Â½ tablespoons olive oil, divided', '1 (28 ounce) can Italian whole peeled tomatoes (such as La ValleÂ®)', '1 onion, coarsely chopped', '2 carrots, coarsely chopped', '2 stalks celery, coarsely chopped', '3 cloves garlic, coarsely chopped', '1 tablespoon fresh sage', '1 tablespoon fresh rosemary', '2 tablespoons olive oil', '1 pound ground beef', '1 pound sweet Italian sausage links, removed from casing and crumbled', '2 tablespoons all-purpose flour', '1 cup dry red wine', 'Â¼ cup heavy cream', 'Â½ cup grated Parmesan cheese', '1 pinch ground cinnamon', '1 (16 ounce) container ricotta cheese, broken apart with a fork', '3 eggs, lightly beaten', '1 pound shredded mozzarella cheese, divided', 'kosher salt to taste', 'freshly ground black pepper to taste']",,"[' pound dry lasagna noodles', ' Â½ tablespoons olive oil, divided', ' ( ounce) can Italian whole peeled tomatoes (such as La ValleÂ®)', ' onion, coarsely chopped', ' carrots, coarsely chopped', ' stalks celery, coarsely chopped', ' cloves garlic, coarsely chopped', ' tablespoon fresh sage', ' tablespoon fresh rosemary', ' tablespoons olive oil', ' pound ground beef', ' pound sweet Italian sausage links, removed from casing and crumbled', ' tablespoons all-purpose flour', ' cup dry red wine', 'Â¼ cup heavy cream', 'Â½ cup grated Parmesan cheese', ' pinch ground cinnamon', ' ( ounce) container ricotta cheese, broken apart with a fork', ' eggs, lightly beaten', ' pound shredded mozzarella cheese, divided', 'kosher salt to taste', 'freshly ground black pepper to taste']"
Lisa's Lasagna,"['1 pound lean ground beef', '1 onion, chopped', '1 green bell pepper, chopped', '1 teaspoon Italian seasoning', 'salt and pepper to taste', '2 (6 ounce) cans tomato paste', '2 Â¼ cups water', '1 pint part-skim ricotta cheese', '1 egg', '2 cups shredded mozzarella cheese', '8 lasagne noodles, cooked and drained']",,"[' pound lean ground beef', ' onion, chopped', ' green bell pepper, chopped', ' teaspoon Italian seasoning', 'salt and pepper to taste', ' ( ounce) cans tomato paste', ' Â¼ cups water', ' pint part-skim ricotta cheese', ' egg', ' cups shredded mozzarella cheese', ' lasagne noodles, cooked and drained']"
Lasagna Helper,"['1 pound ground beef', '4 cups water', '3 beef bouillon cubes', '7 dry lasagna noodles, broken into pieces', '1 (10.75 ounce) can condensed tomato soup', '1 onion, chopped', '2 cloves garlic, minced', '1 Â½ tablespoons Italian seasoning', 'Â½ teaspoon ground black pepper', '1 teaspoon cornstarch', 'salt to taste']",,"[' pound ground beef', ' cups water', ' beef bouillon cubes', ' dry lasagna noodles, broken into pieces', ' (. ounce) can condensed tomato soup', ' onion, chopped', ' cloves garlic, minced', ' Â½ tablespoons Italian seasoning', 'Â½ teaspoon ground black pepper', ' teaspoon cornstarch', 'salt to taste']"
Missy's Lasagna,"['1 pound lean ground beef', '1 onion, chopped', '1 green bell pepper, chopped', '1 (15 ounce) can tomato sauce', '1 (4.5 ounce) can mushrooms, drained', '2 eggs', '8 ounces shredded mozzarella cheese', '4 ounces cottage cheese', '1 cup part-skim ricotta cheese', 'Â¼ cup milk', 'Â½ cup dried bread crumbs, seasoned', '1 (16 ounce) package instant lasagna noodles']",,"[' pound lean ground beef', ' onion, chopped', ' green bell pepper, chopped', ' ( ounce) can tomato sauce', ' (. ounce) can mushrooms, drained', ' eggs', ' ounces shredded mozzarella cheese', ' ounces cottage cheese', ' cup part-skim ricotta cheese', 'Â¼ cup milk', 'Â½ cup dried bread crumbs, seasoned', ' ( ounce) package instant lasagna noodles']"
Asparagus Lasagna,"['5 wide lasagna noodles', '2 tablespoons margarine', '2 cloves garlic, chopped', '2 tablespoons all-purpose flour', '1 Â½ cups milk', 'Â½ teaspoon dried thyme', '1 (15 ounce) can asparagus, drained', '1 cup julienned fully cooked ham', '1 cup shredded mozzarella cheese']",,"[' wide lasagna noodles', ' tablespoons margarine', ' cloves garlic, chopped', ' tablespoons all-purpose flour', ' Â½ cups milk', 'Â½ teaspoon dried thyme', ' ( ounce) can asparagus, drained', ' cup julienned fully cooked ham', ' cup shredded mozzarella cheese']"
German Lasagna,"['9 lasagna noodles', '1 (10.75 ounce) can condensed cream of mushroom soup', '1 (10.75 ounce) can condensed cream of chicken soup', '2 cups milk', '1 pound kielbasa', '1 (20 ounce) can sauerkraut, drained', '8 ounces shredded mozzarella cheese']",,"[' lasagna noodles', ' (. ounce) can condensed cream of mushroom soup', ' (. ounce) can condensed cream of chicken soup', ' cups milk', ' pound kielbasa', ' ( ounce) can sauerkraut, drained', ' ounces shredded mozzarella cheese']"
Mexican Lasagna with Noodles,"['1 pound extra-lean ground beef', '1 (16 ounce) can refried beans', '2 teaspoons dried oregano', '1 teaspoon ground cumin', 'Â¾ teaspoon garlic powder', '12 dry lasagna noodles', '2 Â½ cups water', '2 Â½ cups salsa', '2 cups sour cream', 'Â¾ cup chopped green onions', '1 (2 ounce) can sliced black olives', '1 cup shredded Pepper Jack cheese']",,"[' pound extra-lean ground beef', ' ( ounce) can refried beans', ' teaspoons dried oregano', ' teaspoon ground cumin', 'Â¾ teaspoon garlic powder', ' dry lasagna noodles', ' Â½ cups water', ' Â½ cups salsa', ' cups sour cream', 'Â¾ cup chopped green onions', ' ( ounce) can sliced black olives', ' cup shredded Pepper Jack cheese']"
Ravioli Lasagna,"['2 cups ricotta cheese', '1 (10 ounce) package frozen chopped spinach - thawed, drained and squeezed dry', '1 Â½ cups grated Romano cheese', '2 eggs', 'salt and pepper to taste', 'Â¼ cup spaghetti sauce', '1 (25 ounce) package frozen cheese ravioli', 'Â½ cup spaghetti sauce', 'Â½ cup grated Romano cheese']",,"[' cups ricotta cheese', ' ( ounce) package frozen chopped spinach - thawed, drained and squeezed dry', ' Â½ cups grated Romano cheese', ' eggs', 'salt and pepper to taste', 'Â¼ cup spaghetti sauce', ' ( ounce) package frozen cheese ravioli', 'Â½ cup spaghetti sauce', 'Â½ cup grated Romano cheese']"
Best Lasagna,"['1 (16 ounce) package lasagna noodles', '1 pound ground beef', '1 onion, chopped', 'salt and pepper to taste', '1 tablespoon Italian seasoning', '4 cups ricotta cheese', '1 cup grated Romano cheese', '2 Â½ cups spaghetti sauce', '1 Â½ cups shredded mozzarella cheese', '2 medium zucchini, sliced', '1 cup fresh basil leaves']",,"[' ( ounce) package lasagna noodles', ' pound ground beef', ' onion, chopped', 'salt and pepper to taste', ' tablespoon Italian seasoning', ' cups ricotta cheese', ' cup grated Romano cheese', ' Â½ cups spaghetti sauce', ' Â½ cups shredded mozzarella cheese', ' medium zucchini, sliced', ' cup fresh basil leaves']"
Tofu Lasagna,"['Â½ (12 ounce) package uncooked lasagna noodles', '1 (12 ounce) package firm tofu, crumbled', '2 eggs', 'Â¼ teaspoon salt', 'Â¼ teaspoon black pepper', 'Â¼ teaspoon ground nutmeg', '2 tablespoons milk', '1 cup spaghetti sauce', '1 tablespoon dried parsley', '2 cups shredded mozzarella cheese, divided', 'Â½ cup grated Parmesan cheese']",,"['Â½ ( ounce) package uncooked lasagna noodles', ' ( ounce) package firm tofu, crumbled', ' eggs', 'Â¼ teaspoon salt', 'Â¼ teaspoon black pepper', 'Â¼ teaspoon ground nutmeg', ' tablespoons milk', ' cup spaghetti sauce', ' tablespoon dried parsley', ' cups shredded mozzarella cheese, divided', 'Â½ cup grated Parmesan cheese']"
Lasagna Alfredo,"['1 (16 ounce) package lasagna noodles', '1 (10 ounce) package frozen chopped spinach', '3 cooked, boneless chicken breast halves, diced', '2 (16 ounce) jars Alfredo-style pasta sauce', '4 cups shredded mozzarella cheese', '2 pints ricotta cheese', 'salt and ground black pepper to taste']",,"[' ( ounce) package lasagna noodles', ' ( ounce) package frozen chopped spinach', ' cooked, boneless chicken breast halves, diced', ' ( ounce) jars Alfredo-style pasta sauce', ' cups shredded mozzarella cheese', ' pints ricotta cheese', 'salt and ground black pepper to taste']"
Sweet Potato Casserole Dessert,"['4 Â½ cups cooked and mashed sweet potatoes', 'Â½ cup butter, melted', 'â…“ cup milk', '1 cup white sugar', 'Â½ teaspoon vanilla extract', '2 eggs, beaten', '1 cup light brown sugar', 'Â½ cup all-purpose flour', 'â…“ cup butter', '1 cup chopped pecans']",,"[' Â½ cups cooked and mashed sweet potatoes', 'Â½ cup butter, melted', 'â…“ cup milk', ' cup white sugar', 'Â½ teaspoon vanilla extract', ' eggs, beaten', ' cup light brown sugar', 'Â½ cup all-purpose flour', 'â…“ cup butter', ' cup chopped pecans']"
Sausage Casserole,"['1 pound sage flavored breakfast sausage', '3 cups shredded potatoes, drained and pressed', 'Â¼ cup butter, melted', '12 ounces mild Cheddar cheese, shredded', 'Â½ cup onion, shredded', '1 (16 ounce) container small curd cottage cheese', '6 jumbo eggs']",,"[' pound sage flavored breakfast sausage', ' cups shredded potatoes, drained and pressed', 'Â¼ cup butter, melted', ' ounces mild Cheddar cheese, shredded', 'Â½ cup onion, shredded', ' ( ounce) container small curd cottage cheese', ' jumbo eggs']"
Hash Brown Casserole II,"['1 (2 pound) package frozen hash brown potatoes, thawed', 'Â½ cup melted butter', '1 (10.75 ounce) can condensed cream of chicken soup', '1 (8 ounce) container sour cream', 'Â½ cup chopped onions', '2 cups shredded Cheddar cheese', '1 teaspoon salt', 'Â¼ teaspoon ground black pepper', '2 cups crushed cornflakes cereal', 'Â¼ cup melted butter']",,"[' ( pound) package frozen hash brown potatoes, thawed', 'Â½ cup melted butter', ' (. ounce) can condensed cream of chicken soup', ' ( ounce) container sour cream', 'Â½ cup chopped onions', ' cups shredded Cheddar cheese', ' teaspoon salt', 'Â¼ teaspoon ground black pepper', ' cups crushed cornflakes cereal', 'Â¼ cup melted butter']"
Sweet Potato Casserole II,"['5 sweet potatoes, sliced', 'Â¼ cup reduced fat margarine', 'Â½ cup packed brown sugar', '3 tablespoons orange juice', '1 pinch ground cinnamon', '1 (10.5 ounce) package miniature marshmallows']",,"[' sweet potatoes, sliced', 'Â¼ cup reduced fat margarine', 'Â½ cup packed brown sugar', ' tablespoons orange juice', ' pinch ground cinnamon', ' (. ounce) package miniature marshmallows']"
Yummy Sweet Potato Casserole,"['4 cups sweet potato, cubed', 'Â½ cup white sugar', '2 eggs, beaten', 'Â½ teaspoon salt', '4 tablespoons butter, softened', 'Â½ cup milk', 'Â½ teaspoon vanilla extract', 'Â½ cup packed brown sugar', 'â…“ cup all-purpose flour', '3 tablespoons butter, softened', 'Â½ cup chopped pecans']",,"[' cups sweet potato, cubed', 'Â½ cup white sugar', ' eggs, beaten', 'Â½ teaspoon salt', ' tablespoons butter, softened', 'Â½ cup milk', 'Â½ teaspoon vanilla extract', 'Â½ cup packed brown sugar', 'â…“ cup all-purpose flour', ' tablespoons butter, softened', 'Â½ cup chopped pecans']"
Cheesy Amish Breakfast Casserole,"['1 pound sliced bacon, diced', '1 sweet onion, chopped', '4 cups frozen shredded hash brown potatoes, thawed', '9 eggs, lightly beaten', '2 cups shredded Cheddar cheese', '1 Â½ cups small curd cottage cheese', '1 Â¼ cups shredded Swiss cheese']",,"[' pound sliced bacon, diced', ' sweet onion, chopped', ' cups frozen shredded hash brown potatoes, thawed', ' eggs, lightly beaten', ' cups shredded Cheddar cheese', ' Â½ cups small curd cottage cheese', ' Â¼ cups shredded Swiss cheese']"
Twice Baked Potato Casserole With Bacon,"['2 large baking potatoes', 'Â½ pound lean bacon', 'Â¾ cup shredded mild Cheddar cheese', 'Â½ cup sour cream', 'Â¼ cup milk', '2 tablespoons unsalted butter, melted', '1 teaspoon dried chives', 'Â½ teaspoon salt', 'Â½ teaspoon ground black pepper', 'Â½ teaspoon garlic powder', 'Â¾ cup shredded mild Cheddar cheese']",,"[' large baking potatoes', 'Â½ pound lean bacon', 'Â¾ cup shredded mild Cheddar cheese', 'Â½ cup sour cream', 'Â¼ cup milk', ' tablespoons unsalted butter, melted', ' teaspoon dried chives', 'Â½ teaspoon salt', 'Â½ teaspoon ground black pepper', 'Â½ teaspoon garlic powder', 'Â¾ cup shredded mild Cheddar cheese']"
Spaghetti Squash Casserole in the Shell,"['1 spaghetti squash, halved and seeded', '1 pound lean ground beef', 'Â½ cup finely chopped onion', 'Â½ cup minced bell pepper', '1 clove garlic, minced', '1 teaspoon dried basil', '1 teaspoon dried oregano', 'Â½ teaspoon salt', 'Â¼ teaspoon ground black pepper', '1 (14.5 ounce) can diced tomatoes, drained', 'â…“ cup shredded Cheddar cheese']",,"[' spaghetti squash, halved and seeded', ' pound lean ground beef', 'Â½ cup finely chopped onion', 'Â½ cup minced bell pepper', ' clove garlic, minced', ' teaspoon dried basil', ' teaspoon dried oregano', 'Â½ teaspoon salt', 'Â¼ teaspoon ground black pepper', ' (. ounce) can diced tomatoes, drained', 'â…“ cup shredded Cheddar cheese']"
Sausage Egg Casserole,"['Â¾ pound ground pork sausage', '1 tablespoon butter', '4 green onions, chopped', 'Â½ pound fresh mushrooms, sliced', '10 eggs, beaten', '1 (16 ounce) container low-fat cottage cheese', '1 pound Monterey Jack cheese, shredded', '2 (4 ounce) cans diced green chile peppers, drained', '1 cup all-purpose flour', '1 teaspoon baking powder', 'Â½ teaspoon salt', 'â…“ cup butter, melted']",,"['Â¾ pound ground pork sausage', ' tablespoon butter', ' green onions, chopped', 'Â½ pound fresh mushrooms, sliced', ' eggs, beaten', ' ( ounce) container low-fat cottage cheese', ' pound Monterey Jack cheese, shredded', ' ( ounce) cans diced green chile peppers, drained', ' cup all-purpose flour', ' teaspoon baking powder', 'Â½ teaspoon salt', 'â…“ cup butter, melted']"
Butternut Squash Casserole,"['1 butternut squash', '1 cup white sugar', '1 Â½ cups milk', '1 teaspoon vanilla extract', '1 pinch salt', '2 tablespoons all-purpose flour', '3 eggs', 'Â¼ cup margarine, melted', 'Â½ (16 ounce) package vanilla wafers, crushed', 'Â½ cup margarine, melted', '1 cup brown sugar']",,"[' butternut squash', ' cup white sugar', ' Â½ cups milk', ' teaspoon vanilla extract', ' pinch salt', ' tablespoons all-purpose flour', ' eggs', 'Â¼ cup margarine, melted', 'Â½ ( ounce) package vanilla wafers, crushed', 'Â½ cup margarine, melted', ' cup brown sugar']"
Eggplant Parmesan Casserole,"['2 large eggplants', '2 tablespoons olive oil', '1 pinch salt, or as needed', '1 tablespoon olive oil', '2 cloves garlic, sliced', 'Â½ teaspoon red pepper flakes', '3 cups prepared marinara sauce', 'Â½ cup water, plus more as needed', 'Â¾ cup ricotta cheese', 'Â½ cup grated Parmesan cheese', 'Â¼ cup shredded pepperjack cheese', 'salt and freshly ground black pepper to taste', 'Â¾ cup dry bread crumbs', 'Â½ cup grated Parmesan cheese', '2 tablespoons olive oil']",,"[' large eggplants', ' tablespoons olive oil', ' pinch salt, or as needed', ' tablespoon olive oil', ' cloves garlic, sliced', 'Â½ teaspoon red pepper flakes', ' cups prepared marinara sauce', 'Â½ cup water, plus more as needed', 'Â¾ cup ricotta cheese', 'Â½ cup grated Parmesan cheese', 'Â¼ cup shredded pepperjack cheese', 'salt and freshly ground black pepper to taste', 'Â¾ cup dry bread crumbs', 'Â½ cup grated Parmesan cheese', ' tablespoons olive oil']"
